home,away,ft
Baltimore Orioles,Chicago White Sox,"[13, 3]"
Arizona Diamondbacks,Los Angeles Dodgers,"[6, 11]"
Cincinnati Reds,Houston Astros,"[5, 3]"
Kansas City Royals,Cleveland Guardians,"[2, 4]"
San Diego Padres,Detroit Tigers,"[3, 0]"
Tampa Bay Rays,Minnesota Twins,"[4, 5]"
Oakland Athletics,Seattle Mariners,"[5, 4]"
New York Mets,Boston Red Sox,"[4, 1]"
Chicago Cubs,Pittsburgh Pirates,"[3, 5]"
Texas Rangers,New York Yankees,"[4, 8]"
Baltimore Orioles,Chicago White Sox,"[9, 0]"
Miami Marlins,Washington Nationals,"[2, 6]"
Tampa Bay Rays,Minnesota Twins,"[2, 1]"
Toronto Blue Jays,Philadelphia Phillies,"[9, 10]"
New York Mets,Boston Red Sox,"[7, 2]"
Atlanta Braves,Colorado Rockies,"[3, 0]"
Chicago Cubs,Pittsburgh Pirates,"[0, 5]"
Kansas City Royals,Cleveland Guardians,"[1, 7]"
Milwaukee Brewers,St.Louis Cardinals,"[4, 7]"
Texas Rangers,New York Yankees,"[7, 4]"
Los Angeles Angels,Los Angeles Dodgers,"[2, 6]"
Oakland Athletics,Seattle Mariners,"[3, 2]"
San Francisco Giants,Arizona Diamondbacks,"[7, 8]"
Toronto Blue Jays,Philadelphia Phillies,"[2, 4]"
Baltimore Orioles,Chicago White Sox,"[1, 8]"
Cincinnati Reds,Houston Astros,"[12, 5]"
Miami Marlins,Washington Nationals,"[4, 3]"
Tampa Bay Rays,Minnesota Twins,"[9, 4]"
New York Mets,Boston Red Sox,"[8, 3]"
Atlanta Braves,Colorado Rockies,"[5, 2]"
Chicago Cubs,Pittsburgh Pirates,"[12, 0]"
Kansas City Royals,Cleveland Guardians,"[4, 1]"
Milwaukee Brewers,St.Louis Cardinals,"[2, 3]"
Texas Rangers,New York Yankees,"[10, 6]"
Los Angeles Angels,Los Angeles Dodgers,"[10, 1]"
Oakland Athletics,Seattle Mariners,"[3, 16]"
San Diego Padres,Detroit Tigers,"[6, 5]"
San Francisco Giants,Arizona Diamondbacks,"[4, 6]"
Cincinnati Reds,Houston Astros,"[1, 0]"
Tampa Bay Rays,Minnesota Twins,"[3, 4]"
Oakland Athletics,Seattle Mariners,"[4, 6]"
San Francisco Giants,Arizona Diamondbacks,"[3, 2]"
Miami Marlins,Philadelphia Phillies,"[2, 5]"
Pittsburgh Pirates,Washington Nationals,"[9, 4]"
Atlanta Braves,Colorado Rockies,"[1, 3]"
Texas Rangers,Los Angeles Angels,"[3, 1]"
San Diego Padres,Detroit Tigers,"[3, 4]"
Chicago Cubs,New York Yankees,"[0, 3]"
Milwaukee Brewers,Colorado Rockies,"[2, 3]"
Baltimore Orioles,Tampa Bay Rays,"[2, 0]"
Boston Red Sox,Chicago White Sox,"[3, 1]"
Miami Marlins,Philadelphia Phillies,"[2, 16]"
New York Mets,Cincinnati Reds,"[6, 4]"
Atlanta Braves,Toronto Blue Jays,"[3, 1]"
Texas Rangers,Los Angeles Angels,"[1, 5]"
Houston Astros,Arizona Diamondbacks,"[8, 0]"
Kansas City Royals,Minnesota Twins,"[5, 0]"
St.Louis Cardinals,Seattle Mariners,"[1, 6]"
Oakland Athletics,Detroit Tigers,"[7, 6]"
San Diego Padres,San Francisco Giants,"[5, 1]"
Los Angeles Dodgers,Cleveland Guardians,"[1, 3]"
Pittsburgh Pirates,Washington Nationals,"[3, 5]"
Chicago Cubs,New York Yankees,"[0, 2]"
Baltimore Orioles,Tampa Bay Rays,"[1, 7]"
Oakland Athletics,Detroit Tigers,"[1, 2]"
Houston Astros,Arizona Diamondbacks,"[11, 5]"
Miami Marlins,Philadelphia Phillies,"[9, 5]"
New York Mets,Cincinnati Reds,"[4, 0]"
Pittsburgh Pirates,Washington Nationals,"[6, 8]"
Texas Rangers,Los Angeles Angels,"[6, 4]"
Milwaukee Brewers,Colorado Rockies,"[5, 2]"
Kansas City Royals,Minnesota Twins,"[4, 2]"
Boston Red Sox,Chicago White Sox,"[7, 5]"
St.Louis Cardinals,Seattle Mariners,"[2, 0]"
Atlanta Braves,Toronto Blue Jays,"[5, 9]"
San Diego Padres,San Francisco Giants,"[3, 6]"
Los Angeles Dodgers,Cleveland Guardians,"[7, 2]"
Baltimore Orioles,Tampa Bay Rays,"[0, 2]"
Atlanta Braves,Toronto Blue Jays,"[4, 3]"
Boston Red Sox,Chicago White Sox,"[2, 7]"
Pittsburgh Pirates,Washington Nationals,"[7, 3]"
Miami Marlins,Philadelphia Phillies,"[10, 1]"
New York Mets,Cincinnati Reds,"[1, 3]"
Kansas City Royals,Minnesota Twins,"[2, 0]"
Milwaukee Brewers,Colorado Rockies,"[1, 4]"
St.Louis Cardinals,Seattle Mariners,"[4, 10]"
Chicago Cubs,New York Yankees,"[2, 1]"
Texas Rangers,Los Angeles Angels,"[7, 4]"
Oakland Athletics,Detroit Tigers,"[1, 9]"
Los Angeles Dodgers,Cleveland Guardians,"[4, 0]"
San Diego Padres,San Francisco Giants,"[6, 7]"
Houston Astros,Arizona Diamondbacks,"[6, 12]"
Atlanta Braves,Cincinnati Reds,"[0, 1]"
Pittsburgh Pirates,Miami Marlins,"[3, 2]"
Philadelphia Phillies,Tampa Bay Rays,"[2, 1]"
New York Yankees,Kansas City Royals,"[10, 4]"
Toronto Blue Jays,New York Mets,"[2, 3]"
Boston Red Sox,Baltimore Orioles,"[12, 3]"
Chicago White Sox,Cleveland Guardians,"[3, 5]"
Minnesota Twins,Los Angeles Angels,"[2, 6]"
Los Angeles Dodgers,Chicago Cubs,"[4, 10]"
Pittsburgh Pirates,Miami Marlins,"[6, 4]"
Philadelphia Phillies,Tampa Bay Rays,"[9, 4]"
Detroit Tigers,Colorado Rockies,"[11, 0]"
Washington Nationals,Atlanta Braves,"[0, 12]"
New York Yankees,Kansas City Royals,"[0, 5]"
Toronto Blue Jays,New York Mets,"[6, 2]"
Boston Red Sox,Baltimore Orioles,"[3, 5]"
Chicago White Sox,Cleveland Guardians,"[0, 5]"
Minnesota Twins,Los Angeles Angels,"[10, 5]"
St.Louis Cardinals,Cincinnati Reds,"[0, 3]"
Houston Astros,Oakland Athletics,"[3, 4]"
Arizona Diamondbacks,Texas Rangers,"[6, 0]"
Seattle Mariners,San Diego Padres,"[3, 7]"
San Francisco Giants,Milwaukee Brewers,"[2, 3]"
Los Angeles Dodgers,Chicago Cubs,"[3, 6]"
Pittsburgh Pirates,Miami Marlins,"[3, 1]"
Chicago White Sox,Cleveland Guardians,"[4, 6]"
Toronto Blue Jays,New York Mets,"[2, 6]"
Arizona Diamondbacks,Texas Rangers,"[14, 4]"
Detroit Tigers,Colorado Rockies,"[7, 4]"
Philadelphia Phillies,Tampa Bay Rays,"[3, 2]"
Washington Nationals,Atlanta Braves,"[5, 1]"
New York Yankees,Kansas City Royals,"[4, 3]"
Boston Red Sox,Baltimore Orioles,"[5, 3]"
Minnesota Twins,Los Angeles Angels,"[6, 4]"
St.Louis Cardinals,Cincinnati Reds,"[2, 1]"
Houston Astros,Oakland Athletics,"[4, 5]"
Seattle Mariners,San Diego Padres,"[5, 2]"
San Francisco Giants,Milwaukee Brewers,"[13, 2]"
Los Angeles Dodgers,Chicago Cubs,"[10, 8]"
Detroit Tigers,Colorado Rockies,"[2, 4]"
St.Louis Cardinals,Cincinnati Reds,"[6, 1]"
Houston Astros,Oakland Athletics,"[6, 3]"
Washington Nationals,Miami Marlins,"[3, 6]"
Cleveland Guardians,Tampa Bay Rays,"[2, 5]"
New York Yankees,Boston Red Sox,"[2, 1]"
Seattle Mariners,Texas Rangers,"[4, 5]"
San Francisco Giants,Milwaukee Brewers,"[0, 3]"
Detroit Tigers,Baltimore Orioles,"[1, 0]"
Philadelphia Phillies,New York Mets,"[3, 11]"
Pittsburgh Pirates,Kansas City Royals,"[3, 8]"
Washington Nationals,Miami Marlins,"[4, 1]"
New York Yankees,Boston Red Sox,"[5, 4]"
Toronto Blue Jays,St.Louis Cardinals,"[4, 3]"
Cleveland Guardians,Tampa Bay Rays,"[1, 3]"
Atlanta Braves,Los Angeles Dodgers,"[6, 2]"
Chicago White Sox,Oakland Athletics,"[0, 2]"
Minnesota Twins,Cincinnati Reds,"[4, 8]"
Colorado Rockies,Chicago Cubs,"[9, 5]"
Los Angeles Angels,Houston Astros,"[3, 5]"
Arizona Diamondbacks,Milwaukee Brewers,"[1, 2]"
Seattle Mariners,Texas Rangers,"[5, 4]"
San Francisco Giants,San Diego Padres,"[0, 5]"
New York Yankees,Boston Red Sox,"[1, 7]"
Pittsburgh Pirates,Kansas City Royals,"[1, 5]"
Toronto Blue Jays,St.Louis Cardinals,"[7, 2]"
Philadelphia Phillies,New York Mets,"[6, 4]"
Washington Nationals,Miami Marlins,"[4, 1]"
Cleveland Guardians,Tampa Bay Rays,"[6, 1]"
Detroit Tigers,Baltimore Orioles,"[2, 4]"
Chicago White Sox,Oakland Athletics,"[7, 6]"
Minnesota Twins,Cincinnati Reds,"[1, 11]"
Atlanta Braves,Los Angeles Dodgers,"[10, 1]"
Arizona Diamondbacks,Milwaukee Brewers,"[8, 15]"
Colorado Rockies,Chicago Cubs,"[6, 5]"
San Francisco Giants,San Diego Padres,"[0, 8]"
Los Angeles Angels,Houston Astros,"[3, 5]"
Seattle Mariners,Texas Rangers,"[5, 4]"
Detroit Tigers,Baltimore Orioles,"[4, 2]"
Minnesota Twins,Cincinnati Reds,"[9, 2]"
New York Yankees,Boston Red Sox,"[5, 2]"
Philadelphia Phillies,New York Mets,"[2, 1]"
Pittsburgh Pirates,Kansas City Royals,"[4, 3]"
Washington Nationals,Miami Marlins,"[4, 3]"
Toronto Blue Jays,St.Louis Cardinals,"[3, 2]"
Cleveland Guardians,Tampa Bay Rays,"[2, 0]"
Chicago White Sox,Oakland Athletics,"[4, 3]"
Colorado Rockies,Chicago Cubs,"[2, 6]"
San Francisco Giants,San Diego Padres,"[3, 4]"
Los Angeles Angels,Houston Astros,"[4, 6]"
Arizona Diamondbacks,Milwaukee Brewers,"[11, 10]"
Seattle Mariners,Texas Rangers,"[7, 0]"
Atlanta Braves,Los Angeles Dodgers,"[2, 9]"
Cleveland Guardians,Minnesota Twins,"[4, 3]"
New York Mets,Washington Nationals,"[2, 1]"
Atlanta Braves,Los Angeles Dodgers,"[0, 9]"
Chicago Cubs,Oakland Athletics,"[9, 2]"
Kansas City Royals,Detroit Tigers,"[6, 7]"
Milwaukee Brewers,Philadelphia Phillies,"[6, 2]"
St.Louis Cardinals,Pittsburgh Pirates,"[4, 0]"
Colorado Rockies,Arizona Diamondbacks,"[3, 2]"
Los Angeles Angels,Chicago White Sox,"[4, 8]"
San Diego Padres,Houston Astros,"[3, 1]"
Baltimore Orioles,San Francisco Giants,"[0, 10]"
Cincinnati Reds,Atlanta Braves,"[6, 5]"
Cleveland Guardians,Minnesota Twins,"[1, 4]"
Miami Marlins,Los Angeles Dodgers,"[11, 9]"
Tampa Bay Rays,Boston Red Sox,"[8, 3]"
New York Mets,Washington Nationals,"[10, 1]"
Milwaukee Brewers,Philadelphia Phillies,"[1, 5]"
Kansas City Royals,Detroit Tigers,"[1, 3]"
Chicago Cubs,Oakland Athletics,"[3, 4]"
St.Louis Cardinals,Pittsburgh Pirates,"[3, 1]"
Texas Rangers,Toronto Blue Jays,"[13, 8]"
Colorado Rockies,Arizona Diamondbacks,"[8, 2]"
Los Angeles Angels,Chicago White Sox,"[5, 0]"
San Diego Padres,Houston Astros,"[3, 4]"
Seattle Mariners,New York Yankees,"[2, 11]"
Chicago Cubs,Oakland Athletics,"[3, 5]"
Colorado Rockies,Arizona Diamondbacks,"[4, 9]"
Los Angeles Angels,Chicago White Sox,"[4, 3]"
Baltimore Orioles,San Francisco Giants,"[3, 5]"
Cincinnati Reds,Atlanta Braves,"[1, 7]"
Cleveland Guardians,Minnesota Twins,"[5, 4]"
Miami Marlins,Los Angeles Dodgers,"[4, 8]"
San Diego Padres,Houston Astros,"[4, 0]"
Tampa Bay Rays,Boston Red Sox,"[1, 2]"
New York Mets,Washington Nationals,"[10, 0]"
Kansas City Royals,Detroit Tigers,"[2, 4]"
Milwaukee Brewers,Philadelphia Phillies,"[2, 1]"
St.Louis Cardinals,Pittsburgh Pirates,"[10, 5]"
Texas Rangers,Toronto Blue Jays,"[2, 0]"
Seattle Mariners,New York Yankees,"[1, 2]"
Baltimore Orioles,San Francisco Giants,"[5, 3]"
Cincinnati Reds,Atlanta Braves,"[3, 15]"
Cleveland Guardians,Minnesota Twins,"[3, 2]"
Texas Rangers,Toronto Blue Jays,"[0, 4]"
Seattle Mariners,New York Yankees,"[3, 2]"
Miami Marlins,Los Angeles Dodgers,"[4, 20]"
Tampa Bay Rays,Boston Red Sox,"[2, 0]"
New York Mets,Philadelphia Phillies,"[10, 6]"
St.Louis Cardinals,Pittsburgh Pirates,"[2, 3]"
Milwaukee Brewers,Arizona Diamondbacks,"[1, 5]"
Chicago Cubs,Washington Nationals,"[7, 6]"
Houston Astros,Los Angeles Angels,"[3, 1]"
Chicago Cubs,Washington Nationals,"[3, 1]"
Cincinnati Reds,Pittsburgh Pirates,"[8, 3]"
Tampa Bay Rays,Toronto Blue Jays,"[1, 0]"
Baltimore Orioles,Detroit Tigers,"[7, 1]"
Boston Red Sox,Minnesota Twins,"[2, 4]"
Miami Marlins,Atlanta Braves,"[4, 3]"
New York Mets,Philadelphia Phillies,"[2, 12]"
Texas Rangers,Seattle Mariners,"[2, 8]"
Houston Astros,Los Angeles Angels,"[9, 7]"
Kansas City Royals,San Francisco Giants,"[1, 2]"
Milwaukee Brewers,Arizona Diamondbacks,"[4, 7]"
St.Louis Cardinals,Cleveland Guardians,"[1, 5]"
Oakland Athletics,New York Yankees,"[2, 4]"
San Diego Padres,Chicago White Sox,"[3, 2]"
Los Angeles Dodgers,Colorado Rockies,"[6, 4]"
Cincinnati Reds,Pittsburgh Pirates,"[7, 1]"
Chicago Cubs,Washington Nationals,"[1, 5]"
Baltimore Orioles,Detroit Tigers,"[4, 6]"
Miami Marlins,Atlanta Braves,"[2, 6]"
New York Mets,Philadelphia Phillies,"[6, 3]"
Tampa Bay Rays,Toronto Blue Jays,"[3, 2]"
Kansas City Royals,San Francisco Giants,"[0, 9]"
Texas Rangers,Seattle Mariners,"[4, 8]"
Houston Astros,Los Angeles Angels,"[10, 4]"
Milwaukee Brewers,Arizona Diamondbacks,"[0, 5]"
St.Louis Cardinals,Cleveland Guardians,"[6, 5]"
San Diego Padres,Chicago White Sox,"[6, 2]"
Oakland Athletics,New York Yankees,"[0, 10]"
Los Angeles Dodgers,Colorado Rockies,"[3, 6]"
Boston Red Sox,Minnesota Twins,"[8, 1]"
Cincinnati Reds,Pittsburgh Pirates,"[0, 2]"
Baltimore Orioles,Detroit Tigers,"[3, 4]"
Miami Marlins,Atlanta Braves,"[4, 5]"
Tampa Bay Rays,Toronto Blue Jays,"[4, 3]"
Houston Astros,Los Angeles Angels,"[8, 9]"
Kansas City Royals,San Francisco Giants,"[0, 2]"
Milwaukee Brewers,Arizona Diamondbacks,"[10, 9]"
St.Louis Cardinals,Cleveland Guardians,"[2, 1]"
Chicago Cubs,Washington Nationals,"[5, 0]"
Texas Rangers,Seattle Mariners,"[6, 5]"
Oakland Athletics,New York Yankees,"[4, 7]"
Los Angeles Dodgers,Colorado Rockies,"[6, 5]"
San Diego Padres,Chicago White Sox,"[4, 2]"
Boston Red Sox,Minnesota Twins,"[9, 3]"
New York Mets,Philadelphia Phillies,"[2, 1]"
Philadelphia Phillies,Chicago Cubs,"[6, 2]"
Toronto Blue Jays,Boston Red Sox,"[1, 4]"
Houston Astros,Seattle Mariners,"[1, 6]"
Arizona Diamondbacks,San Francisco Giants,"[3, 6]"
Detroit Tigers,Tampa Bay Rays,"[2, 1]"
Cleveland Guardians,Cincinnati Reds,"[6, 1]"
Philadelphia Phillies,Chicago Cubs,"[4, 10]"
Pittsburgh Pirates,Milwaukee Brewers,"[2, 7]"
Washington Nationals,Kansas City Royals,"[0, 1]"
New York Yankees,Baltimore Orioles,"[3, 5]"
Toronto Blue Jays,Boston Red Sox,"[5, 6]"
Atlanta Braves,New York Mets,"[5, 1]"
Chicago White Sox,Los Angeles Angels,"[3, 2]"
Minnesota Twins,Miami Marlins,"[1, 4]"
Houston Astros,Seattle Mariners,"[4, 3]"
Colorado Rockies,St.Louis Cardinals,"[3, 7]"
Arizona Diamondbacks,San Francisco Giants,"[0, 11]"
Oakland Athletics,Texas Rangers,"[5, 4]"
Los Angeles Dodgers,San Diego Padres,"[2, 4]"
Houston Astros,Seattle Mariners,"[1, 8]"
Philadelphia Phillies,Chicago Cubs,"[9, 6]"
Cleveland Guardians,Cincinnati Reds,"[5, 2]"
Detroit Tigers,Tampa Bay Rays,"[7, 1]"
Pittsburgh Pirates,Milwaukee Brewers,"[2, 1]"
Washington Nationals,Kansas City Royals,"[0, 3]"
New York Yankees,Baltimore Orioles,"[7, 9]"
Toronto Blue Jays,Boston Red Sox,"[6, 1]"
Chicago White Sox,Los Angeles Angels,"[4, 3]"
Minnesota Twins,Miami Marlins,"[8, 3]"
Colorado Rockies,St.Louis Cardinals,"[2, 5]"
Arizona Diamondbacks,San Francisco Giants,"[8, 2]"
Oakland Athletics,Texas Rangers,"[1, 5]"
Los Angeles Dodgers,San Diego Padres,"[4, 3]"
Pittsburgh Pirates,Milwaukee Brewers,"[2, 5]"
Washington Nationals,Kansas City Royals,"[4, 7]"
Detroit Tigers,Tampa Bay Rays,"[4, 3]"
Chicago White Sox,Los Angeles Angels,"[7, 0]"
Colorado Rockies,St.Louis Cardinals,"[10, 8]"
Oakland Athletics,Texas Rangers,"[3, 2]"
New York Yankees,Baltimore Orioles,"[10, 1]"
Minnesota Twins,Miami Marlins,"[6, 8]"
Los Angeles Dodgers,San Diego Padres,"[7, 2]"
Chicago Cubs,Cincinnati Reds,"[1, 0]"
Detroit Tigers,Chicago White Sox,"[4, 1]"
Washington Nationals,Philadelphia Phillies,"[9, 1]"
New York Yankees,Pittsburgh Pirates,"[2, 4]"
Toronto Blue Jays,Miami Marlins,"[5, 15]"
Boston Red Sox,Tampa Bay Rays,"[1, 2]"
Cleveland Guardians,Houston Astros,"[2, 5]"
Atlanta Braves,Kansas City Royals,"[3, 0]"
Minnesota Twins,Baltimore Orioles,"[2, 7]"
Milwaukee Brewers,New York Mets,"[8, 4]"
Colorado Rockies,Los Angeles Dodgers,"[4, 11]"
Los Angeles Angels,Texas Rangers,"[2, 5]"
Arizona Diamondbacks,San Diego Padres,"[3, 5]"
Seattle Mariners,Oakland Athletics,"[2, 0]"
San Francisco Giants,St.Louis Cardinals,"[3, 6]"
New York Yankees,Pittsburgh Pirates,"[4, 9]"
Detroit Tigers,Chicago White Sox,"[0, 4]"
Chicago Cubs,Cincinnati Reds,"[3, 0]"
Toronto Blue Jays,Miami Marlins,"[1, 8]"
San Francisco Giants,St.Louis Cardinals,"[6, 5]"
Washington Nationals,Philadelphia Phillies,"[6, 3]"
Boston Red Sox,Tampa Bay Rays,"[2, 7]"
Cleveland Guardians,Houston Astros,"[3, 4]"
Minnesota Twins,Baltimore Orioles,"[2, 9]"
Milwaukee Brewers,New York Mets,"[6, 0]"
Atlanta Braves,Kansas City Royals,"[2, 1]"
Arizona Diamondbacks,San Diego Padres,"[0, 5]"
Colorado Rockies,Los Angeles Dodgers,"[2, 13]"
Los Angeles Angels,Texas Rangers,"[8, 9]"
Seattle Mariners,Oakland Athletics,"[7, 6]"
Boston Red Sox,Tampa Bay Rays,"[3, 1]"
New York Yankees,Pittsburgh Pirates,"[6, 4]"
San Francisco Giants,St.Louis Cardinals,"[1, 6]"
Washington Nationals,Philadelphia Phillies,"[3, 6]"
Los Angeles Angels,Texas Rangers,"[0, 8]"
Toronto Blue Jays,Miami Marlins,"[1, 3]"
Arizona Diamondbacks,San Diego Padres,"[11, 2]"
Colorado Rockies,Los Angeles Dodgers,"[1, 2]"
Detroit Tigers,Chicago White Sox,"[5, 9]"
Milwaukee Brewers,New York Mets,"[0, 5]"
Minnesota Twins,Baltimore Orioles,"[2, 6]"
Seattle Mariners,Oakland Athletics,"[6, 4]"
Atlanta Braves,Kansas City Royals,"[2, 4]"
Chicago Cubs,Cincinnati Reds,"[0, 3]"
Atlanta Braves,New York Mets,"[7, 8]"
Atlanta Braves,New York Mets,"[3, 0]"
Houston Astros,Detroit Tigers,"[1, 3]"
Baltimore Orioles,Kansas City Royals,"[0, 1]"
Milwaukee Brewers,New York Mets,"[4, 8]"
San Diego Padres,Atlanta Braves,"[4, 0]"
Houston Astros,Detroit Tigers,"[2, 5]"
Baltimore Orioles,Kansas City Royals,"[1, 2]"
Milwaukee Brewers,New York Mets,"[5, 3]"
San Diego Padres,Atlanta Braves,"[5, 4]"
Milwaukee Brewers,New York Mets,"[2, 4]"
Cleveland Guardians,Detroit Tigers,"[7, 0]"
Philadelphia Phillies,New York Mets,"[2, 6]"
New York Yankees,Kansas City Royals,"[6, 5]"
Los Angeles Dodgers,San Diego Padres,"[7, 5]"
Philadelphia Phillies,New York Mets,"[7, 6]"
Los Angeles Dodgers,San Diego Padres,"[2, 10]"
Cleveland Guardians,Detroit Tigers,"[0, 3]"
New York Yankees,Kansas City Royals,"[2, 4]"
New York Mets,Philadelphia Phillies,"[7, 2]"
San Diego Padres,Los Angeles Dodgers,"[6, 5]"
Detroit Tigers,Cleveland Guardians,"[3, 0]"
New York Mets,Philadelphia Phillies,"[4, 1]"
Kansas City Royals,New York Yankees,"[2, 3]"
San Diego Padres,Los Angeles Dodgers,"[0, 8]"
Detroit Tigers,Cleveland Guardians,"[4, 5]"
Kansas City Royals,New York Yankees,"[1, 3]"
Los Angeles Dodgers,San Diego Padres,"[2, 0]"
Cleveland Guardians,Detroit Tigers,"[7, 3]"
Los Angeles Dodgers,New York Mets,"[9, 0]"
Los Angeles Dodgers,New York Mets,"[3, 7]"
New York Yankees,Cleveland Guardians,"[5, 2]"
New York Yankees,Cleveland Guardians,"[6, 3]"
New York Mets,Los Angeles Dodgers,"[0, 8]"
Cleveland Guardians,New York Yankees,"[7, 5]"
New York Mets,Los Angeles Dodgers,"[2, 10]"
New York Mets,Los Angeles Dodgers,"[12, 6]"
Cleveland Guardians,New York Yankees,"[6, 8]"
Cleveland Guardians,New York Yankees,"[2, 5]"
Los Angeles Dodgers,New York Mets,"[10, 5]"
Los Angeles Dodgers,New York Yankees,"[6, 3]"
Los Angeles Dodgers,New York Yankees,"[4, 2]"
New York Yankees,Los Angeles Dodgers,"[2, 4]"
New York Yankees,Los Angeles Dodgers,"[11, 4]"
New York Yankees,Los Angeles Dodgers,"[6, 7]"
